,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15259,12211018,Buck room at Casa de la Luna,12798614,Jessica,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153,Private room,79,2,0,,,3,319
15262,12221970,Ziggy Stardust Surf House - A Beautiful Houseboat,9040879,Ben,Queens,Arverne,40.59491,-73.78851,Entire home/apt,750,1,14,2019-06-08,0.36,2,352
15269,12225838,Sunny bohemian room heart of williamsburg,62316080,Janelle,Brooklyn,Williamsburg,40.71394,-73.94995,Private room,84,1,181,2019-06-23,4.59,1,282
15278,12230928,Villa DiGioia visit NYC via SI,65806798,Michael J,Staten Island,Tottenville,40.50708,-74.24285,Private room,100,2,0,,,1,365
15284,12233692,Modern Room in a Duplex Loft,65598016,Ivana And Tami,Brooklyn,Crown Heights,40.66946,-73.95306,Private room,60,2,136,2019-06-23,3.45,1,346
15286,12234835,UNBEATABLE LOCATION - SUPREME APARTMENT,65832104,Sam,Manhattan,Lower East Side,40.71877,-73.98913,Entire home/apt,85,5,4,2019-06-15,0.11,1,282
15292,12243947,"Nice & clean 3 bedroom, great area! Free yoga !!",63289810,Loretta,Brooklyn,Gowanus,40.68081,-73.98945,Entire home/apt,295,2,70,2019-06-10,1.8,1,292
15298,12251481,"Large Room in Apt w/ Library, Priv Entrance",17624300,Stephen,Brooklyn,Williamsburg,40.70244,-73.94421,Private room,44,1,8,2019-06-02,0.23,1,357
15299,12252035,SPACIOUS 2BR PRIME EAST VILLAGE APT,4534893,Alex,Manhattan,East Village,40.72705,-73.98787,Entire home/apt,275,2,70,2019-07-01,1.84,4,307
15300,12252205,PRIME EAST VILLAGE BEDROOM,4534893,Alex,Manhattan,East Village,40.72553,-73.98831,Private room,110,2,46,2019-06-08,1.17,4,307
15303,12252993,Cozy & Chic Studio Apartment,65968828,Tracey,Brooklyn,Crown Heights,40.6733,-73.91235,Entire home/apt,87,3,87,2019-06-23,2.25,1,260
15308,12265378,"Unique, spacious & bright room in Manhattan!",22087408,Dominik,Manhattan,Lower East Side,40.71909,-73.98473,Private room,150,1,41,2019-06-23,1.07,3,274
15309,12266323,"The Heart Of NYC, 3min Walk To Grand Central",5004109,Michelle,Manhattan,Murray Hill,40.750009999999996,-73.97739,Entire home/apt,225,1,45,2019-06-30,1.16,1,255
15311,12267599,Bright Harlem Apt. in New Building!,12879538,Gregory,Manhattan,Harlem,40.82033,-73.94358000000001,Entire home/apt,125,1,103,2019-07-02,2.67,2,339
15316,12272376,The James Franco! Beautiful Floating Surf Safari!,9040879,Ben,Queens,Arverne,40.59413,-73.78990999999999,Entire home/apt,225,1,6,2019-06-23,0.56,2,352
15320,12274576,"3 BR, Bklyn, Long/Short Term",2261995,Sarah,Brooklyn,Bedford-Stuyvesant,40.68091,-73.94391999999999,Entire home/apt,150,1,0,,,3,359
15322,12274909,Beautiful spacious bedroom BayRidge FEMALES only,60756664,Carol,Brooklyn,Bay Ridge,40.63456,-74.02483000000001,Private room,35,1,33,2019-06-12,0.84,1,337
15323,12274916,Gorgeous 1 BR on Upper East Side,4285208,Brian,Manhattan,Upper East Side,40.77346,-73.9559,Entire home/apt,250,7,8,2018-09-20,0.22,1,294
15326,12282543,"Top floor skyline view, Bright in Bushwick!",36012265,Ada,Brooklyn,Williamsburg,40.70528,-73.92938000000001,Entire home/apt,150,2,11,2019-05-06,0.28,7,330
15329,12283732,"Spacious, Trendy, Convenient! Stay in Bushwick!",36012265,Ada,Brooklyn,Williamsburg,40.70454,-73.9299,Entire home/apt,159,2,13,2019-04-28,0.34,7,317
15330,12284280,"Legal full floor by Sunset Park, 20mins to Soho",4964784,Jon,Brooklyn,Sunset Park,40.65031,-74.00176,Entire home/apt,140,2,108,2019-07-07,2.89,1,278
15332,12286191,Charming Exposed Brick Apartment in Manhattan,40288829,Savion,Manhattan,Washington Heights,40.83294,-73.94167,Private room,77,7,17,2019-05-26,0.46,1,311
15334,12287479,Private bedroom facing street.,66215731,Eric,Brooklyn,Gowanus,40.67692,-73.98339,Private room,55,1,56,2019-06-18,1.46,2,281
15335,12287516,Flat on President - Private Room,66215731,Eric,Brooklyn,Park Slope,40.67719,-73.98142,Private room,50,1,113,2019-06-16,2.87,2,352
15336,12287838,3.5 - 4.5* Bedrms Apt in NYC + Private Backyard,26405086,Bill & May,Manhattan,Washington Heights,40.83471,-73.94288,Entire home/apt,359,1,96,2019-06-28,2.48,4,309
15344,12294124,Friendly and Inviting Unit,66269338,Peggy,Queens,Jackson Heights,40.74838,-73.88767,Private room,125,1,11,2019-05-26,0.28,4,301
15345,12296996,Bright apartment in Brooklyn,30826804,Salima & Carlos,Brooklyn,East Flatbush,40.6403,-73.94959,Private room,150,3,11,2019-05-20,0.28,1,364
15350,12302170,Midtown Manhattan Two Full Bedrooms - Private,66326553,Pierre,Manhattan,Hell's Kitchen,40.76149,-73.99159,Entire home/apt,350,6,124,2019-06-18,3.16,2,247
15355,12307809,Discover Windsor Terrace! -- a treasure.  2 BR apt,26535250,Sheila,Brooklyn,Windsor Terrace,40.65722,-73.9793,Entire home/apt,61,1,91,2019-05-18,2.38,3,246
15357,12309399,Big Bright room in Bushwick,4206804,Jam,Brooklyn,Bushwick,40.703759999999996,-73.92718,Private room,70,3,2,2018-03-22,0.06,1,249
15362,12315833,A lovely home to lay your head down,64341665,Nka,Manhattan,Harlem,40.82039,-73.94147,Private room,69,1,38,2019-06-30,0.97,2,365
15363,12317276,Nice room near everything in NYC,66440767,Aric,Brooklyn,Sheepshead Bay,40.600159999999995,-73.95393,Private room,39,3,22,2019-06-18,0.56,1,360
15364,12317903,Newly Renovated Studio Midtown East,1512462,Evan & Maria,Manhattan,Midtown,40.75489,-73.9666,Entire home/apt,239,4,132,2019-06-21,3.39,2,242
15371,12322923,Bright and Charming in Chelsea,66484647,Serkan,Manhattan,Chelsea,40.74419,-73.99861,Entire home/apt,165,3,110,2019-06-09,2.87,1,222
15378,12325291,2F Live Like a Real NYer in Real 3Bd!,26405086,Bill & May,Manhattan,Washington Heights,40.833259999999996,-73.94215,Entire home/apt,339,1,87,2019-06-30,2.28,4,318
15383,12333456,"Bright, Airy Wburg 1BR w/ Roof View of NYC Skyline",66566329,Jacqueline,Brooklyn,Williamsburg,40.71926,-73.94206,Entire home/apt,199,2,29,2019-05-26,0.74,1,174
15395,12342441,"Sunny, Spacious, Parkside Room!",21340955,Shean,Brooklyn,Flatbush,40.65402,-73.96073,Private room,57,3,33,2019-05-31,0.85,3,345
15398,12343098,Fabulously Located Comfortable 3 Bedroom Loft,66640174,E.C.,Manhattan,Flatiron District,40.7411,-73.99024,Entire home/apt,525,5,49,2019-06-13,1.26,1,314
15403,12344456,"NEWLY RENOVATED,  studio in Park Slope",40040638,Karen,Brooklyn,Park Slope,40.67522,-73.98063,Entire home/apt,132,1,67,2019-06-27,1.77,1,264
15405,12345178,Flushing Deluxe Room w/1Full and 1Twin Size Bed,65809485,Shirley,Queens,Flushing,40.748490000000004,-73.82914,Private room,50,7,83,2019-05-12,2.15,12,171
15407,12345615,Natural light comfortable room!,52196858,Danny,Bronx,Parkchester,40.83648,-73.85812,Private room,59,1,120,2019-07-02,3.11,2,336
15409,12346131,★ HEBREWS 13:2 ★,23732730,Buddy,Bronx,Pelham Gardens,40.86323,-73.84638000000001,Entire home/apt,450,2,81,2019-07-06,2.07,4,342
15411,12353119,3F 4bd/2bath Luxury Apt in Manhattan/NYC,26405086,Bill & May,Manhattan,Washington Heights,40.83543,-73.94456,Entire home/apt,359,1,126,2019-07-01,3.21,4,318
15419,12360207,One station from Manhattan Bedford,3922831,Serra,Brooklyn,Williamsburg,40.715920000000004,-73.96265,Entire home/apt,170,5,35,2019-06-26,0.9,1,290
15422,12360660,Large Furnished room in New two bedroom apt.,5074556,Bob,Manhattan,Chinatown,40.71703,-73.99338,Private room,94,3,4,2017-10-15,0.1,1,364
15426,12365836,Beautiful 2 bedroom Duplex Apartment,35660592,Luis,Queens,Maspeth,40.73976,-73.8954,Private room,169,3,27,2019-05-18,0.78,6,256
15429,12366408,Near to Central Park and 1 ride to Times Sq!,66807700,Gabi,Manhattan,East Harlem,40.79505,-73.94360999999999,Entire home/apt,220,2,140,2019-05-27,3.6,3,341
15430,12366762,Bergen Beach 3 or 4 Bedrooms 2 bath,66810906,Carmen,Brooklyn,Bergen Beach,40.6235,-73.91056,Entire home/apt,235,4,32,2019-06-11,0.88,1,322
15436,12370347,Super Sunny Room with Fireplace!,116382,Anthony,Brooklyn,Crown Heights,40.668820000000004,-73.9404,Private room,48,2,107,2019-06-29,2.74,5,268
15438,12376365,SERENITY ROOM,45601111,Dlb,Queens,Laurelton,40.66952,-73.74624,Private room,40,2,47,2019-02-15,1.19,5,173
15442,12381255,Cozy Bedroom with Balcony in Williamsburg Apt,4249297,Martina,Brooklyn,Williamsburg,40.71065,-73.95115,Private room,104,2,19,2019-06-30,0.49,2,249
15446,12383067,Cherry Blossom Room on East 95th Street,24532289,Alice,Manhattan,Upper East Side,40.78755,-73.95493,Private room,89,1,9,2019-06-23,0.23,1,198
15449,12385794,"CLEAN,SPACIOUS,CONVENIENT,FiDi/NYC Apartment",7511223,Shan,Manhattan,Financial District,40.70799,-74.00976999999999,Entire home/apt,300,3,100,2019-06-22,2.66,1,335
15451,12386579,Charming Private Library-Room,66961444,JoJo,Manhattan,Inwood,40.87133,-73.91561999999999,Private room,50,2,74,2019-04-27,1.98,1,310
15456,12388347,Designer 1BR in Hell's Kitchen NYC,6884235,Kyle,Manhattan,Hell's Kitchen,40.76038,-73.98781,Entire home/apt,219,7,100,2019-06-22,2.66,1,235
15462,12397447,Cozy big bedroom with private balcony,35031188,Aldo,Queens,Astoria,40.77479,-73.93545999999999,Private room,75,1,21,2019-06-21,0.55,1,364
15465,12403252,Suite One at Bryant Manor,67069129,Kevin,Manhattan,Harlem,40.809670000000004,-73.95295,Entire home/apt,175,2,136,2019-06-23,3.51,2,280
15483,12412900,Cozy 5Min2CentralPark/BroadwayShows/TimesSquareNY,2874126,Joseph,Manhattan,Hell's Kitchen,40.76535,-73.98874,Private room,81,4,27,2018-06-25,0.7,1,188
15488,12421102,"Sunny Floor-thru, Prospect Heights",3518697,Donnell,Brooklyn,Crown Heights,40.67634,-73.96177,Entire home/apt,150,1,1,2016-07-06,0.03,1,188
15489,12422277,Spacious Studio w/ Patio- Ft Greene,43924728,Shawn,Brooklyn,Fort Greene,40.687020000000004,-73.97506,Entire home/apt,169,2,136,2019-06-16,3.46,1,251
15494,12425266,Violet Terrace,67208195,Clarissa,Brooklyn,Bedford-Stuyvesant,40.68607,-73.91761,Private room,60,2,53,2019-07-07,1.37,2,365
15499,12427898,NEW Modern Apartment w/ OutdoorDeck,67223979,Arkadiy,Brooklyn,Sunset Park,40.66482,-73.99609,Entire home/apt,199,1,164,2019-06-20,4.25,1,340
15511,12446548,Sunny Quiet Bedroom in Brooklyn,102525,David,Brooklyn,South Slope,40.66768,-73.98425,Private room,60,3,27,2019-05-20,0.71,2,308
15514,12450817,Ft Green Sunlit 1 Bedroom Apartment,67063688,Kali,Brooklyn,Fort Greene,40.68521,-73.97131,Entire home/apt,150,2,68,2019-06-23,1.74,1,319
15531,12485862,Sunny apt w/HUGE terrace & rooftop,33936693,Sara,Brooklyn,Williamsburg,40.711729999999996,-73.96646,Entire home/apt,184,4,79,2019-06-18,2.21,1,222
15537,12493291,Sunny room with great transit,6119244,Rachel,Queens,Jackson Heights,40.750690000000006,-73.89475999999999,Private room,60,2,26,2019-03-31,0.78,1,307
15554,12511986,Historic Harlem 4,3905432,Rose,Manhattan,Harlem,40.816140000000004,-73.94429000000001,Private room,90,6,8,2018-12-25,0.22,2,296
15563,12523287,"Clean Cozy Room, close to Subway Shops Restaurants",5069809,Hua,Queens,Forest Hills,40.71915,-73.84397,Private room,65,2,29,2019-06-10,0.77,1,333
15567,12536976,Sunny & Luxurious West Village Apartment!,55457305,Mila & Jon,Manhattan,West Village,40.72981,-74.00348000000001,Entire home/apt,274,6,37,2019-06-23,0.94,1,339
15568,12537157,CoZy RooM & Private Bathroom BK:) SUPERHOST :),3441272,Jasmin,Brooklyn,Bushwick,40.69758,-73.93493000000001,Private room,50,2,93,2019-06-18,2.39,5,202
15574,12542544,Near Times Square,64837317,Michael,Manhattan,Hell's Kitchen,40.76231,-73.9952,Entire home/apt,225,4,128,2019-07-07,3.39,1,218
15577,12545436,A cozy home,43128266,常春,Manhattan,Washington Heights,40.83271,-73.94006999999999,Private room,55,1,5,2018-04-01,0.13,3,332
15591,12560137,1BR. SugarHill. 15 Min Midtown.,51093380,Joe,Manhattan,Harlem,40.82302,-73.94476999999999,Entire home/apt,500,1,0,,,1,365
15592,12560942,QUIET CLEAN APT IN THE HEART OF IT ALL 4,47577639,Jc,Manhattan,Chelsea,40.74137,-74.00399,Entire home/apt,185,4,49,2019-06-26,1.31,2,279
15593,12561615,Stunning Bedroom in Midtown East,68094755,Athena,Manhattan,Midtown,40.757090000000005,-73.96327,Private room,98,3,98,2019-07-03,2.66,1,278
15594,12561681,"Penthouse 2BR w skylight,terrace, and a roof deck.",68094795,Diane And Ward,Manhattan,Upper East Side,40.76532,-73.9615,Entire home/apt,399,4,55,2019-06-17,1.47,2,237
15602,12567868,Nice bedroom in east village apartment,68138404,Phil,Manhattan,East Village,40.72997,-73.98009,Private room,60,3,50,2019-06-23,1.31,1,240
15609,12584072,Historic Gem Close to SI Ferry,68252461,Natalia,Staten Island,Clifton,40.623490000000004,-74.07596,Entire home/apt,165,1,108,2019-06-20,2.78,1,298
15616,12590964,"Private room in Charming, Cozy and Sunny Apt",1520629,Pillo,Brooklyn,Clinton Hill,40.68374,-73.96719,Private room,60,1,67,2019-06-22,1.85,1,310
15617,12591059,2 Bedroom next to Prospect Park!,68240110,Elizabeth,Brooklyn,Prospect-Lefferts Gardens,40.65785,-73.96068000000001,Entire home/apt,800,1,4,2016-05-22,0.1,1,357
15623,12600198,Luminous room,10577784,Julian,Queens,Astoria,40.76494,-73.92752,Private room,86,4,28,2019-01-03,0.74,2,242
15625,12600938,Sunny light filled comfy bedroom,9848712,Randy,Manhattan,East Harlem,40.80118,-73.94513,Private room,85,3,86,2019-06-16,2.28,2,240
15627,12601807,Sunny light filled bedroom,9848712,Randy,Manhattan,East Harlem,40.80073,-73.94465,Private room,85,3,89,2019-06-05,2.37,2,228
15629,12602212,Violet Sunset Room,67208195,Clarissa,Brooklyn,Bedford-Stuyvesant,40.686009999999996,-73.91771999999999,Private room,60,2,71,2019-06-30,1.84,2,363
15631,12604187,A top floor in Midtown,18901504,Ronald,Manhattan,Midtown,40.75369,-73.96632,Entire home/apt,218,5,81,2019-06-29,2.1,2,185
15636,12619450,Quiet-Private Large Brooklyn Studio,1539941,Ron,Brooklyn,Kensington,40.63568,-73.97383,Entire home/apt,75,2,10,2019-05-27,0.26,1,362
15653,12642845,Newly renovated! Spacious Park Slope Apt. Quiet St,228858,Jada,Brooklyn,South Slope,40.66271,-73.98818,Entire home/apt,150,3,73,2019-07-04,1.89,2,259
15655,12643924,Peaceful and beautiful room by park,1216362,Camila,Brooklyn,Prospect-Lefferts Gardens,40.65447,-73.96122,Private room,41,1,43,2019-05-07,1.19,4,188
15659,12648471,Spacious 3 Bedroom in Park Slope,52577563,Rosa,Brooklyn,Sunset Park,40.66455,-73.99205,Entire home/apt,135,4,9,2017-10-07,0.23,3,365
15665,12652786,Beautiful Room in Artist's Home,3629866,Shirah,Brooklyn,Bedford-Stuyvesant,40.69409,-73.94815,Private room,75,3,5,2016-07-15,0.13,1,301
15670,12655465,Quiet Soho/Nolita Garden Alcove Studio,3635907,Deeva,Manhattan,Nolita,40.721759999999996,-73.99424,Entire home/apt,180,2,166,2019-06-26,4.44,1,213
15683,12669603,Sunny Suite with Bath near Prospect Park,39185689,Cupid,Brooklyn,Prospect-Lefferts Gardens,40.66097,-73.95155,Private room,35,3,12,2019-07-02,0.31,1,176
15696,12680171,Near all shopping & transportation,68848703,Rupi,Queens,Forest Hills,40.71933,-73.84984,Private room,119,2,21,2019-05-16,0.57,2,363
15697,12681206,Very big room in Designed apt.15 mins to Manhattan,68909853,Belgin,Queens,Sunnyside,40.73944,-73.92687,Private room,80,2,53,2019-06-09,1.37,1,364
15711,12698900,Room in the HEART of Williamsburg,8314626,Janine,Brooklyn,Williamsburg,40.71694,-73.95628,Private room,89,1,148,2019-06-22,3.81,1,303
15721,12710376,Private Bedroom #5,66269338,Peggy,Queens,Jackson Heights,40.74839,-73.88818,Private room,60,1,14,2019-05-20,0.4,4,300
15722,12710904,Separate Bedroom on UES - 1 person,59215698,Daniela,Manhattan,Upper East Side,40.76625,-73.9539,Private room,98,2,8,2018-09-22,0.21,2,241
15728,12713863,Private Bedroom #2,66269338,Peggy,Queens,Jackson Heights,40.74776,-73.88826999999999,Private room,50,1,70,2018-07-26,1.82,4,345
15730,12713995,Private Full Size Bed #4,66269338,Peggy,Queens,Jackson Heights,40.74859,-73.88628,Private room,65,1,49,2019-06-12,1.31,4,329
15732,12720048,NE..Comfortable Room All Inclusive,68787921,Hurriyet Aydın /,Brooklyn,Bedford-Stuyvesant,40.68807,-73.92348,Private room,47,3,32,2019-05-12,0.91,4,258
15739,12730083,Elegant 2 Bdrm Apt W/ Add. 2 Rms on Lower Level,15089968,Anna,Queens,Richmond Hill,40.69961,-73.84158000000001,Entire home/apt,250,3,40,2019-01-01,1.04,2,189
15743,12732671,"Sunny Room in Flatlands, Brooklyn!",69236458,Monique Ngozi,Brooklyn,Flatlands,40.62551,-73.93545,Private room,60,5,4,2018-09-11,0.12,1,346
15750,12735986,Spacious Studio 15 min to Manhattan,69258420,Arturo,Queens,Astoria,40.75953,-73.91181999999999,Entire home/apt,135,5,18,2019-05-26,0.47,1,363
15751,12736761,Comfortable and cozy Apartment in Manhattan,50601037,Monika,Manhattan,Harlem,40.82863,-73.94757,Entire home/apt,259,3,57,2019-06-10,1.51,1,175
15763,12747434,NW..Comfortable Room All Inclusive,68787921,Hurriyet Aydın /,Brooklyn,Bedford-Stuyvesant,40.688990000000004,-73.92339,Private room,40,2,39,2019-04-15,1.02,4,236
15764,12747935,S...Comfortable Room All Inclusive,68787921,Hurriyet Aydın /,Brooklyn,Bedford-Stuyvesant,40.68962,-73.92345999999999,Private room,37,3,40,2019-05-10,1.06,4,212
15766,12749156,Your Hudson Heights Hideaway ◔‿◔,69189948,Ella,Manhattan,Washington Heights,40.84848,-73.9343,Private room,75,2,167,2019-07-07,4.6,3,310
15777,12759453,The Clean Comfortable Modern Lounge,48671504,Albert,Queens,Cambria Heights,40.68891,-73.73531,Entire home/apt,79,2,90,2019-06-24,2.35,1,331
15779,12761910,3BR Queens (3rd fl)- 20 min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,40.73854,-73.87406999999999,Private room,289,2,115,2019-06-27,2.99,6,280
15784,12764005,Brand New Clean and Sunny one bed!,7465850,Flower,Brooklyn,Bushwick,40.69761,-73.92495,Entire home/apt,120,4,43,2019-06-24,1.15,1,243
15791,12774144,Private big room/Queen bed/Nice Apt,65621401,Robert,Queens,Ditmars Steinway,40.778220000000005,-73.90895,Private room,49,1,7,2019-06-07,0.18,1,341
15793,12774885,"Spacious, cozy bedroom in a private home",69507287,Sarah,Bronx,Wakefield,40.888709999999996,-73.86175,Private room,40,1,151,2019-07-01,4.01,1,338
15799,12780475,Sunny Spacious Apt in Astoria w/ back yard access,48154615,Kasey,Queens,Astoria,40.75735,-73.92134,Entire home/apt,125,3,21,2019-06-25,0.58,1,345
15802,12781270,Nice and cozy little apt available,69548489,Alba,Bronx,Pelham Gardens,40.86412,-73.84664000000001,Entire home/apt,75,2,92,2019-07-06,2.45,1,265
15803,12782370,2 bed Apartment close to Times Sq,280830,George,Manhattan,Hell's Kitchen,40.76153,-73.98915,Entire home/apt,244,2,176,2019-07-01,4.57,1,282
15804,12783632,NYC Mini Hotel,57230304,Imanuelly,Queens,Elmhurst,40.74037,-73.8861,Private room,75,1,2,2019-05-26,0.92,3,351
15811,12794791,PRIVATE ROON IN NEW YORK MANHATTAN,11725608,Juan,Manhattan,Washington Heights,40.84021,-73.94191,Private room,51,3,68,2019-07-01,1.78,2,313
15814,12795290,Room in East Village,4929873,Larissa,Manhattan,East Village,40.720729999999996,-73.97839,Private room,84,3,163,2019-06-23,4.22,1,294
15815,12795851,Clean & Spacious Bushwick Loft (front),21467726,Tyler,Brooklyn,Williamsburg,40.702940000000005,-73.93711,Private room,70,1,10,2019-04-14,0.29,2,281
15816,12796602,COZY STUDIO  in BROOKLYN,66978896,Viviana,Brooklyn,Bushwick,40.691590000000005,-73.91171,Entire home/apt,70,3,26,2019-07-05,0.67,2,206
15825,12806016,Ditmas Park Beauty,69794747,Anna,Brooklyn,Flatbush,40.64159,-73.95985,Entire home/apt,175,3,96,2019-06-22,2.5,1,209
15831,12810210,Sun Drenched Studio,140226,An,Brooklyn,Williamsburg,40.71764,-73.95291,Entire home/apt,195,3,23,2019-06-23,0.67,1,225
15833,12811459,Superhost-Designer Legal 4 Bed Townhouse Midtown 2,69852641,Lisa,Manhattan,Hell's Kitchen,40.76303,-73.98767,Entire home/apt,1000,2,24,2019-05-30,0.71,3,274
15837,12812577,Superhost-Pristine 4 Bed Legal Townhouse Midtown 1,69852641,Lisa,Manhattan,Hell's Kitchen,40.763000000000005,-73.98642,Entire home/apt,1000,2,23,2019-06-09,0.7,3,240
15841,12813068,NEW NICE CLEAN & COZY PRIVATE ROOM,21091779,Caroline,Brooklyn,Bedford-Stuyvesant,40.685520000000004,-73.9227,Private room,60,1,104,2019-06-30,2.68,3,293
15844,12814578,Colorful Brooklyn Garden Casita,40332331,Joyce,Brooklyn,Windsor Terrace,40.65827,-73.97962,Entire home/apt,125,2,117,2019-07-08,3.08,2,262
15845,12814685,"Great location in NYC, clean, quiet and cozy",69890625,Grace,Brooklyn,Clinton Hill,40.683890000000005,-73.96025999999999,Private room,89,1,15,2019-05-14,0.43,1,179
15858,12829063,Large & Unique multi Rooms Loft close to all,28303435,Ohad,Brooklyn,Prospect Heights,40.679829999999995,-73.96931,Entire home/apt,200,1,43,2019-05-27,1.13,1,232
15869,12834386,Awesome spacious room by the park,1216362,Camila,Brooklyn,Flatbush,40.65424,-73.96008,Private room,73,1,43,2018-11-01,1.37,4,188
15872,12835664,"New 3BR, 2 Full Bath with Washer & Dryer",70058270,Lucy,Brooklyn,Crown Heights,40.66618,-73.93156,Entire home/apt,300,3,39,2018-07-24,1.03,4,259
15883,12847902,Beautiful modern home!,46938101,Mario,Bronx,Concourse,40.83211,-73.92052,Private room,49,1,33,2019-06-21,0.87,1,348
15897,12854724,Great Modern Studio in Chelsea!,49622928,Oxana,Manhattan,Chelsea,40.74066,-73.99895,Entire home/apt,75,1,132,2019-06-23,4.58,1,317
15898,12854734,LIVE HERE!! COZY STUDIO IN CHELSEA!,70244331,Andrey,Manhattan,Chelsea,40.74078,-73.99923000000001,Entire home/apt,100,1,198,2019-06-23,5.16,1,269
15900,12855923,New York Space,33906660,Trevor,Manhattan,Harlem,40.8242,-73.94776999999999,Private room,65,1,154,2019-07-02,4.03,1,361
15903,12856720,5mn location from Manhattan midtown,33950089,Abdoulaye,Queens,Long Island City,40.75166,-73.94028,Private room,60,1,36,2019-06-04,1.05,1,316
15904,12856992,Awesome deal,15445748,Uğur,Queens,Sunnyside,40.73748,-73.92894,Private room,33,7,6,2016-10-28,0.18,1,337
15910,12864784,Private Room - West Village/Soho,7977178,Abby,Manhattan,SoHo,40.72806,-74.00381,Private room,130,3,18,2018-07-21,0.49,3,304
15913,12865981,1 bed room Presidential Suite,70342170,K,Manhattan,Midtown,40.753370000000004,-73.97289,Entire home/apt,900,3,0,,,1,358
15928,12873159,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,70409953,Michael,Manhattan,Chelsea,40.748490000000004,-73.98957,Entire home/apt,480,5,106,2019-06-29,2.99,1,263
15931,12874666,Holiday in Trendy Williamsburg Apt!,1909320,Peter,Brooklyn,Williamsburg,40.7155,-73.96188000000001,Private room,150,1,6,2019-07-04,0.16,3,364
15932,12874869,Greenwich Village| Private Queen room,70429659,Kelly,Manhattan,Greenwich Village,40.736940000000004,-73.99587,Private room,140,1,78,2019-06-16,2.23,1,321
15937,12883073,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,21315876,Helen,Manhattan,East Village,40.72472,-73.98665,Entire home/apt,128,1,28,2019-07-06,0.79,2,178
15977,12915928,"Renovated 3BR, 2 Full Bath with Washer & Dryer",70058270,Lucy,Brooklyn,Crown Heights,40.66623,-73.93113000000001,Entire home/apt,275,3,27,2019-04-07,0.71,4,271
15986,12924969,HANCOCK MASTER BEDROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.687090000000005,-73.91989000000001,Private room,165,1,2,2018-10-07,0.09,4,342
15992,12932670,Flushing Spacious Room w/ 2 Queen Beds,65809485,Shirley,Queens,Flushing,40.74954,-73.82829,Private room,60,5,62,2019-06-18,1.64,12,174
15994,12936207,Newly Renovated Duplex Apartment,51716739,Harvin,Brooklyn,Bedford-Stuyvesant,40.6887,-73.93536,Entire home/apt,200,2,80,2019-06-15,2.09,3,286
16003,12949840,Remodeled Brand New Brooklyn Apartment,1386468,Jane Anne,Brooklyn,Bushwick,40.6898,-73.91774000000001,Entire home/apt,124,2,104,2019-06-26,2.75,1,237
16022,12955454,Cozy Room in the Big Apple,33622924,Besinfe,Manhattan,Harlem,40.83018,-73.9483,Private room,50,1,116,2019-07-01,3.06,4,352
16035,12966225,"1 bedroom apt, comforts of home, close to all..",71312760,Don,Staten Island,Richmondtown,40.57093,-74.12429,Entire home/apt,78,3,79,2019-06-23,2.56,1,300
16037,12966707,HUGE UWS bedroom w/ private bath and great light!,30101336,Jessica,Manhattan,Upper West Side,40.798320000000004,-73.96291,Private room,145,2,1,2018-10-19,0.11,1,180
16042,12969574,Unique artist’s loft-heart of Wburg,160139,Amy,Brooklyn,Williamsburg,40.71559,-73.96385,Entire home/apt,220,4,42,2019-05-20,1.11,1,318
16045,12972040,BED FOR 1 IN LUXURIOUS PARK AVENUE FLAT,283395,H,Manhattan,Murray Hill,40.74933,-73.97936999999999,Private room,110,1,31,2017-12-10,0.81,2,189
16046,12972292,Private Room for two guests in Cozy apartment,68139551,Kamil,Queens,Maspeth,40.72075,-73.89496,Private room,58,1,60,2019-05-06,1.57,3,346
16048,12972533,Gorgeous Grand 2 BR LES Gem!,71382423,Jules,Manhattan,Lower East Side,40.71772,-73.98881999999999,Entire home/apt,329,3,104,2019-06-23,2.79,1,205
16049,12972783,Private Room for Pair in the Cozy Apartament,68139551,Kamil,Queens,Maspeth,40.72143,-73.8932,Private room,58,1,37,2019-06-02,0.97,3,364
16050,12973288,Private room for pair,68139551,Kamil,Queens,Maspeth,40.72103,-73.89458,Private room,60,1,30,2019-01-05,0.78,3,364
16051,12973353,CrashPadsUSA Hotbeds for Airline Crew ONLY,63560790,A.B.,Queens,Kew Gardens,40.705420000000004,-73.82979,Shared room,43,1,8,2019-06-30,0.73,2,362
16061,12984506,Artsy Home in the Heart of Bushwick,52498520,Mariella,Brooklyn,Bushwick,40.68622,-73.91026,Private room,67,1,20,2017-09-17,0.53,1,365
16071,12988898,,71552588,Andrea,Bronx,Fordham,40.86032,-73.88493000000001,Shared room,130,1,0,,,1,365
16074,12990051,"Private, Quiet 2 BR in Heart of Times Square!",30045665,Boyd,Manhattan,Hell's Kitchen,40.76039,-73.99028,Entire home/apt,399,2,80,2019-06-24,2.11,1,212
